,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
1271,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.041205268826398175,0.0012699059958536539,4.980031505222942,10.004875480631771,2.984765215815961,4.053145244269441,4.794971296166002,8.490139840789261,16.274891226058788,-17.064095223719825,-18.83901271281382,1271,1271
1272,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.07511261472505248,0.016125948298981445,0.9943769226641794,1.9901315105407236,1.0136240552659583,1.1299042096304266,0.895797118546791,1.0077007185195777,0.9644275228846282,-15.432235235295952,-54.1104204442502,1272,1271
1273,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.02973438447857595,0.00023897139122038374,5.002003632722734,9.999356296247495,1.822596422411381,1.8082703611208628,4.082249120644171,3.370395450231115,4.5897920351982116,6.1447400011415745,-49.44487659746791,1273,1273
1274,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.07379565332739182,0.0003081816474204643,0.9997641043976961,2.0114541715092864,2.9487543326051076,2.804620758541706,0.9335379823674156,8.813934279576541,9.333017287888207,-19.841813686684134,-33.052107676465745,1274,1273
1275,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.015132644818881422,0.0022406156394253252,4.989950763523254,10.005850382366493,1.0077319954342139,4.009695138082477,4.263849054771556,1.0530055456176524,17.198928888975654,-19.282740474783775,-0.37330815356782665,1275,1275
1276,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.1418779178772013,0.00018326086601074283,1.0012004065888764,2.00648276126633,2.1448091737163537,1.0667280972123905,1.1062863198310453,4.573746582887853,1.3071501036914517,-6.945439807846888,-24.75491821309076,1276,1276
1277,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.137771345573194,0.004196201990032725,5.009505181656585,9.993262626829283,2.9005975237391484,2.1350725951233263,4.025964174871188,9.035430742052984,3.9634671550071845,3.9060991924438397,-20.208992730744903,1277,1277
1278,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.16774361877924315,0.0285430411973625,1.0043974718065902,1.9843663335023585,1.0229769838662925,3.0647376887978846,1.0673379200701678,1.2744832190512987,8.934393209713102,-14.253428041369887,-10.891515871562895,1278,1278
1279,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.18570798159466062,5.9133422382022056e-05,5.00545205473859,10.003345493741529,1.8389781097620217,4.018195225971648,4.121365153657355,3.255624588635995,15.437215946559684,-30.10033369419964,-10.603135471626471,1279,1278
1280,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.05416791042074353,7.400031175538516e-05,0.9920771703808258,1.9722346513697724,3.0300130271732746,0.9719189553833899,0.9648865792585491,7.3420276651867535,1.3299122456050498,-5.842455204564316,3.5104454081484526,1280,1280
1281,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.0041164868048556656,0.0012096769174948713,5.000763485756322,9.998648657410573,1.07948926573902,1.970857262729251,4.455410074075746,0.8274082721237643,3.9653287381757942,-8.208940123352345,-16.65554137222692,1281,1280
1282,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.02258023221498566,0.004230482358772029,1.0102231388325296,1.9997652548048992,2.055203978693161,3.150797765523194,1.2145297063666036,4.411292503586766,9.450451516672961,8.281992883770233,-39.487735921623795,1282,1282
1283,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.10772893659015309,0.0023454299635036944,5.012094570687932,9.998867149276764,2.8175040627220005,4.139170516217944,4.454761595176775,8.674159278557566,16.150807476411014,6.105434251461585,-33.353000863450276,1283,1282
1284,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.047447386460132635,0.0006391872612873979,0.9897500666442728,2.0201299605554075,0.9586972755498192,0.9560545204798052,1.1132997269618625,1.0451629127858373,0.6326832076629871,2.218617701854228,-12.693200584284734,1284,1284
1285,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.07823791171118472,0.009992313474515265,4.994052779139898,10.00960542977784,2.0885004679006296,2.0396057190813055,4.518410438443101,3.728257036504028,4.48461389720541,-2.9788542491494576,-36.19048082952327,1285,1285
1286,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.022665859601930172,0.0015227888949681414,0.9836681148059496,2.0046923017787557,2.936420515766424,2.919164032991924,1.329408238518132,9.232929892264123,10.1220030533382,-8.742106104116926,-5.145902255784669,1286,1286
1287,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.15206423346275313,0.0012952854670578724,5.002320044985107,9.985000877561934,1.03202534441327,4.00939991880937,5.455869425479439,0.8515818816317736,17.573917166104618,-15.10763166615099,0.6596370505814377,1287,1287
1288,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0070329596311169765,0.008916560299624149,0.9895765190974881,1.9974813102658497,2.191982794200159,0.9291224316984885,0.7114126241028308,3.245707107490189,1.1540154791336443,-11.316243168963094,-15.013176848112096,1288,1287
1289,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.044375928653729996,0.00014251441286134388,5.009314210376258,10.007435418021313,2.937595882931028,2.0714619535552923,4.525868147503938,8.574440147731323,4.409723033719168,-10.24340452064064,-23.150461911843024,1289,1288
1290,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.007300942469436362,0.0071830737888367345,0.9988715127476276,2.003092836722189,1.0319186965832532,2.8221126384033313,1.001722037099782,1.0486995890246733,8.53164174033423,-20.476101561246836,-29.289374319089955,1290,1290
1291,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.023099386631287418,0.00036661703266067903,5.006072552557547,10.001965427562421,2.0365920151497927,4.009571892164706,3.923427979105298,4.235740267936461,15.167458230355388,-13.789104667856327,-18.053706246173707,1291,1290
1292,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0757339793649287,0.0030267990724247434,1.016415699227925,1.9994256199876845,3.0379982297112043,0.9428817137673307,0.731097312038705,8.33339808274194,1.2034226845362492,-14.81040646413214,-27.427204847716787,1292,1292
1293,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.07212343983225279,0.006113494538441537,5.000724628865912,9.998534298491103,1.0848858581018272,2.043637417279475,3.300588755051015,1.134579320432916,4.198523537827728,-19.635410943979238,-3.0063664125592773,1293,1293
1294,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.11109359436201567,0.002126013088991943,1.0125525388172663,1.9910390155967719,1.9619985410039968,2.888454640769237,0.9170949661526966,3.589286823774434,10.245327490530808,-8.508712800806405,-20.306062445566777,1294,1293
1295,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.07914313689139803,0.0014849781708524766,4.9886854231300175,9.997406547977764,3.0045624298386056,4.065580905564262,3.8709987342121455,8.010238330999966,16.67989224981009,-27.215317979043256,-20.017164649373605,1295,1294
1296,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.07502710428561803,2.076791545249184e-05,0.9998196076182057,2.0249274163335476,1.052638698563102,1.08704282963568,1.095680972767986,1.0228377865289497,1.0637941761428917,1.1423191660018954,-18.74792285815063,1296,1295
1297,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.017236354188101755,0.0018449297919809022,4.974847539298003,9.998171562177953,1.9285085720484136,1.8547561253870606,4.0283362474906,3.34168593889114,4.535257047024427,-33.07457638878022,-32.31471753072066,1297,1296
1298,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.09665904136711445,0.002198881391102544,0.9972457376875205,2.0007378365318855,2.960898809833744,2.83298253270545,0.8401178039325968,8.94950030436702,9.996779237209442,-8.799195444786093,-50.615845556510614,1298,1298
1299,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.0316799870231541,0.019749069245055782,4.999028961642828,9.98179528555255,0.969059782654182,3.9426676909210188,4.050714095891414,1.1166411408787538,14.818969756606064,-24.17686479283027,-24.46417787650668,1299,1298
1300,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0052178132869711725,0.0032452773463367357,0.996002773250705,2.0261271668011855,2.100480390384884,0.9147914892727076,1.21467552914797,4.040570964369735,1.128930222735864,8.293042790566961,-13.230820912927648,1300,1299
1301,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.05088115876900601,0.005150422189759935,5.008088160892604,9.989704033766644,2.98327881350217,2.1831195456637147,4.362080780430581,8.395230530347728,3.5246369032772327,-6.851410809831062,-2.6868435105844526,1301,1300
1302,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.08977761242424104,0.0019845628901605087,1.0061957021691936,2.008500710897993,0.9481330362264412,2.87625207231213,0.643873598501462,1.1241984716196756,8.711661490999019,-7.716472204786546,2.2017433361989163,1302,1302
1303,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.1420202937388263,0.0007827570856990568,5.005669959316604,9.99904093037044,2.0211189797359865,4.103642165109279,3.2966603847559734,3.6620152724233623,15.719756238232803,-17.133242307618392,-53.12255824588486,1303,1303
1304,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.004630426938204128,0.025438233653053838,0.9979257577566998,2.004508783246135,2.959271756545757,1.0454646427882786,1.1916666655202723,9.23530625801634,0.9589192775883707,-14.409061352898966,-47.9253177806672,1304,1304
1305,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.14801966429632704,0.001944495756424009,4.9823622822500475,10.0040763276956,1.1839712364147412,1.7266921238061443,3.6230717926854914,1.0214791528389675,4.1059182453498435,-4.43657597235555,-12.944630234856644,1305,1304
1306,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.25305193398567205,0.015358820881839711,1.0143077937977714,1.98529818443011,1.949724939211716,3.051182137825174,1.0600927223542302,3.5931218875066286,7.769849147435695,-12.244170642945695,10.433357145968557,1306,1306
1307,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.14345539504101387,0.0003070655031191318,4.980937690383196,10.014564920285764,3.1682928974206526,3.9929711790103277,3.8202612975712245,8.553529849914433,16.537880290492257,-6.619481407103423,-27.29432022491901,1307,1306
1308,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.030266732400840674,0.008871563076771645,0.994270747031669,1.9943933214002496,0.9895576037302873,0.9273728476955112,0.7636859286707377,0.8043140373987056,1.289238957283771,-19.14761459065155,2.0897929999027838,1308,1308
1309,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.007614688852051655,0.0006660747703547551,4.996975603711152,9.993653054945696,1.9164204774432914,1.9518426472385602,3.9496159577430054,3.760774451011912,3.975206228934044,-19.922527364444466,-14.171926922957729,1309,1308
1310,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.07721932185681925,0.0005282349717319057,0.9905465466835921,1.9893140503195614,2.997398498589307,3.088952478545656,1.2413647115231576,10.014580453423907,8.932614530199716,-17.62177207018906,-3.7401955507605713,1310,1309
1311,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.20408071062099273,0.04627790670607311,5.000367314149161,10.00025713115466,1.0447604466085922,4.129031062192741,3.9601128936786254,0.8380094081045762,16.02150331196515,-11.300858712533795,-43.0400848957552,1311,1310
1312,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.06008230085793719,0.00016386346962395906,0.995805616080561,1.9970851011082038,2.0024859202838003,1.0311645811824743,0.9882501154597257,3.956652907033573,1.2118024627269575,-25.777805390232658,-35.53307891099756,1312,1312
1313,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.1309511293336861,0.00021922868819142073,5.000403491148496,10.002603767100325,2.844268371132224,2.052959909968663,3.147511557254365,9.902634053637524,3.95186875468198,-24.61649590823322,-49.40121410688256,1313,1313
1314,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.004466467615829682,0.002916486928258819,1.012509778710262,1.9943774107343621,0.9330943290018214,3.0849614738960485,0.8933407831785924,1.1910115563442476,8.347974618362185,-18.48518375287013,-35.95029179094618,1314,1313
1315,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.11017252240053439,0.009684428481171637,4.993924131245031,9.996363205810846,1.933184337516912,4.039761017399778,4.203161693600592,4.514167331109768,16.790584489324488,-13.984494290225449,-8.689530188307186,1315,1314
1316,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.008880190675647215,0.010592136685015421,1.0106344434182208,2.010393713385078,2.953085854983724,0.9429778775296921,1.1324353211191207,8.315887091419247,1.2564647764206276,3.8559840703751824,28.92002128221847,1316,1315
1317,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.09853858119171789,0.000136326897448874,4.9781099991673825,10.017295956656163,0.8958083445872898,2.0478976133869295,4.332999429876581,0.8601380307936839,3.5107860648134217,-8.08578512222499,-45.218634168607124,1317,1316
1318,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.05503994912587007,0.005673962474569253,0.9997910930055104,2.003471316305108,2.1090009665503766,3.030788754088228,1.0205491335095174,3.4956669394116924,9.287514400705634,-11.385699377603705,-9.766572231140708,1318,1318
1319,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.10533679833810757,0.010384877366502473,5.005653862729625,10.005779305277837,3.123555924623711,4.13186068807966,4.260285647841236,9.194893186397067,14.819762044626627,-7.708247133769944,-53.53041644406663,1319,1318
1320,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.02197370876955525,0.012550387325361968,1.010189609829774,2.0199261530079555,1.1610868168522988,0.9843087020542404,0.7960203383020352,0.9944993071591649,1.0609098895935312,-0.4573234916897526,-40.27934941082954,1320,1320
1321,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.14289702090420298,0.011305542025357081,5.010122437169579,10.011851370836304,1.997062184774438,1.7909313181110396,3.654137988459544,3.8070083234544563,4.233024144389455,-7.860985345296598,-33.125130972303594,1321,1321
1322,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.13112539390515038,0.01702120874913233,1.0086077733859733,1.9850174682754285,3.0374122268092707,3.016510048672962,1.2087054973893414,8.775489406642727,8.79462042712662,-17.058144448108457,-3.5096052791921615,1322,1322
1323,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.01607206910983744,0.0013003146261332265,4.99940563431575,10.013424643951724,0.7721111409359349,3.9473922549920424,3.996243853766497,0.8322854787725601,16.188317195553047,-2.083209632233446,-45.48312923249847,1323,1322
1324,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0885312819596615,0.019877320543623206,0.9861042474955141,2.0030168976168494,1.9508251999699742,0.932380868317275,0.9560888788488935,3.529918916554487,1.3443314620046185,-18.958596592569563,-47.36277710830827,1324,1323
1325,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.03377174872599475,0.06138604257477296,4.974300072112777,10.021123734887418,3.1177961311048388,1.8968359361512444,4.724284746952265,10.251683446165556,4.230806542625674,-5.9584136638111485,-39.639623057480826,1325,1324
1326,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.07214353726328092,0.004446031946936347,0.9997503615430952,2.0029818580872774,0.9680124082363079,2.9148250655163617,0.9140898365245852,1.2159535555214418,7.766049974043209,-8.471643487296694,-0.8084513812283909,1326,1325
1327,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.09946943928215914,0.0006076595903228599,4.998803344162773,10.001240764897085,2.11234904633397,3.952706709207805,4.08339984060916,4.060704510011446,15.595904474552363,-11.174151895426418,-12.684855597491662,1327,1326
1328,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.01939673094941038,7.017328091521475e-06,0.9991242317848603,2.009713564408172,3.0882017369232226,0.8968936276829134,1.2336741124797237,8.059713132560747,0.7757998286538642,-16.218243749590222,-19.798955603792205,1328,1328
1329,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.006673278681118513,3.0749720587789355e-05,5.001481650226002,10.0027832655363,0.8484133405594976,1.8839598501278398,4.021506155979177,1.146220781987795,4.354585227461628,-10.160563284314462,-15.013955433555738,1329,1328
1330,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.05576909606042288,0.002579156852868345,1.0021577064253393,2.000931065363467,1.8437753319508607,3.036191591374886,0.8047075534478193,4.192312807907316,9.149499085364942,4.137621225486406,-40.378755784860004,1330,1329
1331,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.10799803958427223,0.007418536649264379,4.992537857579728,10.000970161319419,3.0752079670287125,4.126250628639388,3.629541325708197,8.753217850411767,17.019536919458975,-5.262318047076634,-34.91774460304772,1331,1331
1332,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.014891229739750978,0.001968270148942722,1.0057799164442676,2.0247178883703816,0.8698330646736766,1.0801282946700652,0.5832589317455399,1.1703441140089152,0.9398263325095048,17.19680115751174,-21.79451010397361,1332,1332
1333,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.07191996436441368,0.0006385222132174043,5.011312631023058,9.990113229869594,2.0376926341241104,1.9427634354615977,3.455578335494565,4.317237022211495,3.64553420277983,-19.171743566895348,-8.569063304843185,1333,1332
1334,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.07096407163083383,9.56635696102852e-05,0.9954387116185058,1.997256951479132,2.8926038191568115,3.075833729492054,0.8492033261810051,8.066034631723802,9.45641990186864,-2.3168561019865797,-27.087427022104812,1334,1334
1335,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.06902499408203298,4.874145508353163e-10,5.009229461116246,10.013179063392926,1.0075047435165962,3.9521734939087327,3.4435621177091726,0.8401572097655114,15.53777871226617,7.661949290690931,-44.8488747640595,1335,1334
1336,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.17783045813861645,0.0028333749792494476,0.9920788828053198,2.0093083814067993,1.9146957813109267,0.9490688128227072,0.8016232810685575,3.8503736086934914,0.7989074002421085,2.5791791647840068,-4.152165195753028,1336,1335
1337,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.018310255121175175,7.733801465231267e-05,4.9849369297190655,10.000393486853026,2.9090603320747226,1.9117159782943,3.884467279761421,9.007674343116504,3.548616082230819,-8.075228357538526,-32.15496478367533,1337,1337
1338,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.29190317874889515,0.017252151383705436,0.9917168145935144,2.0049601577185028,0.9382292323252331,3.0013915621948026,0.8078179246213416,0.8105028438973084,8.411632971837781,-7.4474328697783365,-44.1640218435476,1338,1337
1339,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.13094921806152668,0.005317624214804725,5.017916064824845,10.00160898216241,2.0632383825775342,3.9813225271517663,4.315936068754401,3.761459848303219,16.444123795590656,-11.036635153657558,2.3463851209594893,1339,1338
1340,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.04573463592411216,0.010853831834484804,1.0007510156692943,1.9890157431456388,3.035147283659645,0.9291259892795901,1.0100182008916603,8.852504511236797,0.7772446047130436,-12.075999412286093,-7.991719313927048,1340,1340
1341,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.004353465148569348,0.007754673022439284,4.981340986708661,9.986221179009659,1.0489865526150577,1.958760174036109,3.2455863505051843,1.1044424412811662,4.585136556197413,-7.778356929557806,10.422617319641656,1341,1341
1342,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.09219801947021633,9.100039274993097e-05,1.013897568245671,2.0050921305055955,1.9078983448081221,3.002572164577016,1.002054113844149,4.519181869100629,9.1872768786837,-4.683614192511398,15.989266774087149,1342,1341
1343,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.0324347646339483,0.0002292906306019696,4.98749696453398,9.994245660186241,3.3258961340499886,3.917142136494073,3.629550059740249,9.24071274212247,15.342676697084663,-4.270600860580377,-26.029027912721165,1343,1342
1344,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.026435950229849542,0.044977836008285595,0.9828615200193036,1.9948409630471262,0.8505149387662856,0.8250636915703555,1.1105492359046296,0.9932774938895907,0.8758381383910154,-0.03737086165316228,-9.724654171358004,1344,1344
1345,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.08676485174109404,0.010344434405204606,5.0011238909031706,10.004321779326213,1.916402005330618,1.9091562668058986,3.8165193425588573,3.9677348490806668,3.9114045329646583,-3.781631533816645,-2.02666882302724,1345,1345
1346,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.0714136754563094,0.003414826047274517,1.0021409548974998,2.0140045829312645,3.078845249970715,3.020261000064167,1.120981372829932,9.881517552071967,9.123439346347533,-22.019121755781214,-9.788254967918261,1346,1345
1347,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.023240970735203134,0.005960243196536436,5.000101414673455,10.002203769468563,1.1850430767532854,4.0638899708233955,4.000175139218776,0.9072936162628307,15.3166600952276,2.477105213391649,-5.241501257706609,1347,1347
