Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.052419324,0.000483107,4.998326803,9.980740026,2.871980633,3.898622087,4.47289494,9.633432048,17.09709924,-5.595351321,-7.946547257,1379,1379
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.11318532,0.004757125,0.987700687,2.005583284,1.167465127,1.062861151,1.350238866,0.769403058,1.036384356,-25.99029981,-3.594823139,1380,1379
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.065778248,0.01103758,5.024245775,10.01088838,2.069255732,1.903620056,3.092471314,3.891389803,5.018384029,-0.344392378,-13.55923118,1381,1381
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.181529294,0.000120262,1.017572324,1.993886849,2.881681678,3.038879357,1.033306702,9.007744941,8.460485356,-11.1531812,-48.52679346,1382,1381
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.112599946,0.002237565,4.98847452,10.0003122,0.926429769,4.083619182,4.005846649,0.698106543,18.29176864,-7.440062583,-27.08198403,1383,1383
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.013640235,0.006259915,0.979146008,2.006162228,2.033559142,0.905072421,1.381288494,3.996920015,1.011434034,-5.38469017,-48.64840873,1384,1384
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.154291694,6.32E-05,5.013604777,10.01198837,3.153765457,2.046591967,4.076184674,7.494466643,3.929017326,-18.46028687,-7.702912676,1385,1385
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.111803457,0.000221509,0.980122714,1.994383183,1.068952107,2.951111773,0.806129009,1.063075204,8.646872821,-15.59258857,-5.949132088,1386,1386
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.071636684,0.000308204,5.018533417,9.997638693,1.901989866,4.046222898,3.265050745,3.876173434,15.83855531,-15.39493963,7.39401415,1387,1386
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.187288812,0.001086107,0.993180658,1.991550727,2.899538922,0.794783423,0.945229229,9.299960364,1.182278468,-5.48934056,-39.71963184,1388,1387
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.175047414,0.0004905,4.988973876,9.99573619,1.064288134,2.004422166,3.997890649,1.001542972,4.143830006,-8.023690224,-12.24194985,1389,1389
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.02983826,3.13E-07,0.994025988,1.99257788,2.065428189,3.07005712,1.025903307,4.356582942,9.687003633,-11.49997329,-1.442222449,1390,1390
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.022456829,5.10E-07,4.982047522,10.01234613,3.065260531,4.097809829,3.440068698,8.70278627,15.12197257,5.043475543,-28.93179523,1391,1391
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.040944808,0.003826504,1.01163002,2.004119594,1.114992774,0.983976415,1.022321344,0.86021262,0.724434991,-15.01183954,-94.69261894,1392,1392
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.052857222,0.027688852,5.001803919,9.978077561,2.222496032,1.965717355,4.178084355,3.736859878,3.894251551,-16.6135287,-10.31879097,1393,1393
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.035622012,0.001237557,1.003944027,2.003471211,3.078526748,2.957252567,1.101575245,9.054910631,9.981024598,-0.99575425,-61.07483517,1394,1393
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.091016343,4.29E-06,4.996200008,9.993367695,0.875762792,4.102794154,3.970969229,1.116213168,16.24313566,4.590494981,8.129471505,1395,1394
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.005541436,0.006593451,1.012778355,1.998520924,2.134044698,1.120010502,1.206498381,3.685352841,0.95963209,-11.41003486,-3.382396774,1396,1395
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.100264356,0.000102883,4.994862689,9.991192474,3.022738389,1.985674788,4.311199939,9.85932427,4.28863949,-16.00479753,-36.12072047,1397,1396
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.052949084,0.015480162,0.997983976,1.982346889,1.000267332,3.016491271,0.771281201,1.003893443,9.588442744,-4.633852068,-24.70577417,1398,1398
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.04913054,0.006072787,5.005227001,9.997435433,2.248951042,3.922501755,4.862005395,3.946580497,14.89969936,-24.26450086,24.00299146,1399,1399
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.149514795,0.02069464,1.002445602,1.996940737,3.125573062,1.126947884,1.085368059,9.576485998,1.257866597,-9.539038403,-4.188171437,1400,1400
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.075005271,0.00763029,4.992111415,10.00287046,1.059616724,2.085500857,3.830277153,1.207974305,3.836662351,11.85630932,-15.72196617,1401,1400
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.033590226,0.006591465,1.000918761,2.015263442,2.025685444,2.940216186,0.809118208,4.21651976,8.37882734,-19.53163498,-22.89018327,1402,1402
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.023647872,0.011280138,5.007847018,9.99736054,2.920665689,3.96765003,3.911104294,9.04302882,15.92480794,2.816213862,-25.19575031,1403,1402
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.048677284,0.005880543,1.001747019,1.974696846,1.08294785,0.971647534,1.038921294,0.906586053,0.66139706,-1.654826224,-13.11413039,1404,1403
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.046058041,0.011708132,5.002010446,10.02275881,2.086680865,2.259708082,4.102269005,3.163543945,4.042813381,-4.635130567,-16.92690856,1405,1405
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.177140343,0.0012245,1.006431497,2.008561534,3.091792124,3.186766613,0.754375114,9.212432961,8.267090701,-15.66256669,-20.16066541,1406,1406
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.043346601,0.008112745,4.998683804,9.989064897,1.056882864,3.894490562,4.499811947,1.126133007,16.45899409,3.742047034,-13.0334475,1407,1407
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.102934902,0.003609004,1.013330506,1.986984225,1.84042785,0.850015388,0.933414287,3.528336949,0.882973955,-15.82317639,-29.96512377,1408,1407
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.155917887,0.000945914,5.001194898,10.00638147,2.928757142,2.054133129,4.493171386,9.736226814,3.70842175,-6.30995647,-17.94583965,1409,1408
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.035496348,0.001756869,1.0071225,2.003329061,0.963621341,2.944942786,0.785163307,0.891698132,8.504944535,4.770768832,-40.0294972,1410,1409
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.005334622,0.00746212,5.004465377,9.998610937,2.011736856,4.06943721,4.454216754,4.416668014,16.1151628,-9.548871622,-2.220507108,1411,1411
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.078662672,0.041395099,0.99078699,2.019127433,3.022977602,1.034918015,1.083452014,8.004201135,0.962632497,-14.82950408,-1.878719219,1412,1412
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.114748509,0.007400348,4.991144385,10.0042274,0.810899527,1.836775487,4.632643419,0.930812185,3.376790593,-11.38849764,-34.69600733,1413,1413
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.032006668,0.017086759,1.005572249,2.001936011,2.098448567,2.93310756,1.039732688,4.043508689,9.651306285,-0.315762139,23.56673896,1414,1414
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.075597605,0.004113229,4.973693213,10.00469571,3.130956048,3.889972467,4.03320745,10.50975727,16.57818397,9.877030816,-24.30305394,1415,1415
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.011613144,0.026702134,0.996135764,2.004197896,1.007230213,0.945417881,1.068297893,1.038117819,0.749622052,-9.168041073,-44.03483887,1416,1415
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.066763481,0.021212796,5.014421,9.994241715,1.962173653,2.073303265,4.807713847,4.662230953,3.559966356,-27.37942181,-44.98766872,1417,1416
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.04445551,0.001279571,1.00169404,1.997308271,3.137932246,3.160904299,0.978365407,9.644576908,9.491354234,-11.91159308,-34.0686319,1418,1418
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.010124711,8.16E-05,5.014864429,10.00706666,1.082682576,3.938066033,3.92691216,0.903928673,15.08682963,10.08926928,-47.62803925,1419,1419
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.167421606,2.26E-05,1.027104845,1.993182832,2.195588353,1.151411183,1.237465045,3.895592445,1.018827551,0.663084107,-5.226547543,1420,1419
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.157595004,0.000714761,5.018156103,9.985278565,2.908051226,1.992316398,3.900877232,8.771613107,3.718917043,-18.81368249,-8.615690101,1421,1421
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.243050222,0.001549937,1.011322348,2.002540369,0.982083286,2.859817442,0.859275469,0.993365391,9.062351481,-12.87998199,-11.44371055,1422,1421
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.11267139,0.006376144,5.002435936,10.00664116,1.847916789,4.054719672,3.995109768,3.951032107,16.34624509,-21.07539612,-28.83462845,1423,1422
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.103623728,0.006791921,0.994733081,1.976261838,3.016264674,0.96045098,1.07824592,9.767449744,0.878423642,5.515915093,-29.96127601,1424,1424
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.135859255,0.00612922,5.00401342,9.99826209,0.994989053,1.979777199,3.768600724,0.987473379,3.7650566,-22.07726532,-18.57611815,1425,1424
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.008485174,0.022063268,0.989469534,1.994014342,1.975897042,2.911756367,1.097584424,4.036374794,9.907784929,-25.99333996,-42.57860473,1426,1426
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.023941715,0.038830262,4.995102775,9.99905825,2.851240464,4.054886845,4.185677168,8.872455407,16.06871382,-1.152257015,-7.366414439,1427,1427
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.052127595,0.019040321,1.002431423,1.999788426,1.06396909,0.841357905,0.796331776,0.899348264,0.898171121,-5.48185745,-30.33734699,1428,1427
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.034809416,0.00899063,5.004241804,9.975285746,2.048626349,2.216074933,4.092503532,3.437412116,3.946020922,-12.87562408,7.44223889,1429,1429
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.081471225,0.001395176,0.994436216,1.994050487,2.809321913,3.006831808,1.377568856,9.438350935,9.317860125,-22.24752618,-1.125705443,1430,1430
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.009024365,0.003515315,5.000020674,9.970210582,1.148227299,3.984011377,4.216198311,1.340993595,16.92263117,-4.124459288,-1.169470516,1431,1430
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.129748619,0.065956506,1.013517083,1.985618383,1.999228081,1.013300279,1.218767202,3.446590883,0.981066869,-23.96803852,-25.53875529,1432,1431
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.117986836,0.008870354,5.007741377,9.98764503,2.952039067,2.163700473,4.201474292,9.871656563,3.589330793,-8.399128843,6.103910343,1433,1432
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.011842544,0.005659639,0.979076906,1.988201697,1.148004451,2.960212956,0.83240482,0.998821226,9.289940425,-13.28700686,-3.461125892,1434,1433
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.011424811,0.083974543,5.007678486,9.984424427,1.91714167,3.92379181,3.933648703,3.312100712,16.68113968,-31.02699095,-22.47163884,1435,1435
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.02495643,0.003754027,0.998537291,2.007147542,3.156615324,0.949421514,1.173167085,8.757362864,1.083368485,-8.087193821,-50.37872873,1436,1435
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.19850063,0.043403015,5.003171121,10.01376593,1.092246455,2.067806042,4.050711101,1.193067867,4.076571409,-30.71306034,-4.49858123,1437,1436
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.062946378,0.045223269,0.990824417,2.013344866,2.040066358,3.160973692,0.710457733,4.344229734,10.21354062,-26.18666551,-1.55203617,1438,1437
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.279849741,0.02200122,4.99755033,9.99372844,3.078416127,4.093245432,3.430734573,9.875832117,14.41509857,-4.813604557,-12.06816514,1439,1438
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.144475156,0.001085933,0.995034696,1.996769632,0.919247644,1.031127247,0.91107552,0.988605629,1.177278878,-22.07263628,-53.43337843,1440,1439
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.146896992,0.005067596,4.999027336,10.00069593,2.089517664,2.056976049,4.61593961,3.789884046,4.325757178,-3.292429676,17.39284785,1441,1441
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.023948788,0.021308076,1.010835844,1.99363895,2.952095348,2.941159686,0.813203932,9.018299031,8.570746498,-9.585122025,-13.58374081,1442,1441
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.02423898,0.013495488,5.014656236,9.996357171,0.922968466,4.096272822,3.477216213,1.112465161,16.03095488,-32.19780403,-53.69262104,1443,1442
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.00843283,0.002660041,0.983349027,2.007855751,2.046047034,1.136850366,0.585149332,3.491527616,1.195943162,-35.59267182,-11.8246067,1444,1443
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.155407685,0.006431644,4.99115693,10.0030424,2.942246223,2.094976504,3.970414728,7.826277326,3.915661287,2.523560227,-17.9874489,1445,1445
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.068155956,0.004181574,0.991964708,1.987813124,0.988539943,3.048780684,0.782142372,0.820912288,8.918432548,-15.62361011,-70.14349421,1446,1445
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.014982588,0.017312375,4.980067577,9.996247944,2.123206211,3.97354893,4.365910039,3.603917312,16.77825715,-3.257464957,-14.84778438,1447,1447
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.151738288,0.032515329,1.009939582,1.996837379,3.192210856,0.881517647,0.799392025,9.607207924,1.055257124,-29.73418108,0.7136959,1448,1447
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.077284918,0.000550673,4.993232863,10.01023146,0.994387425,2.183259505,3.909285184,1.275040687,3.531621306,-5.435874822,-3.000388393,1449,1449
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.117632539,0.000479651,0.994958771,1.997476519,2.021771491,2.986126341,1.439983346,3.986597538,8.908105046,-28.93371122,-23.99482546,1450,1450
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.092088384,0.003705122,4.985955118,10.00491657,3.210730548,3.987216482,4.01010427,9.612475264,16.28339251,-12.51398769,-48.68888905,1451,1451
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.112865334,2.24E-06,0.99103119,2.000776807,0.895445571,0.99093133,1.178849546,1.160101487,1.098123408,-29.95518669,-6.196405011,1452,1451
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.017647338,0.00212299,5.017318575,10.01713155,2.148444717,2.017740067,4.739805423,3.873642475,3.773196231,-2.515851458,-17.71124356,1453,1452
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.067897328,0.057196856,0.989034221,2.00374565,3.066606677,3.063375984,1.090386134,7.684215664,9.507110077,-20.59789917,-62.64603537,1454,1454
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.000338972,0.046664843,4.996562567,10.00084305,0.831908705,3.979195451,3.999166616,1.032195744,15.06984415,-2.765053528,-25.96948682,1455,1455
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.109683023,0.001759092,1.000983917,2.009215099,2.063006238,0.992199743,1.14160055,4.493710005,0.992877044,-18.41652909,-57.91252281,1456,1456
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.169819904,0.007872769,5.001397813,9.986841767,3.133244768,2.027399358,3.416659154,8.583517276,4.552087263,4.1270363,-46.14125949,1457,1457
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.018310276,0.000173721,0.990427016,2.001081012,0.972611385,3.047725496,0.928115351,1.148750214,8.943232087,6.546539405,-2.243304495,1458,1457
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.082024492,0.000227263,5.002186209,10.00528253,1.970644958,3.971888582,3.760821925,3.773364575,13.88527093,-1.481912317,-46.39266366,1459,1458
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.037837046,0.005466525,1.000180503,2.009670041,2.988369892,0.952354343,1.017087167,8.342491716,1.010926005,2.881045548,-5.852347773,1460,1459
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.103646649,0.061613082,4.996844425,9.997595714,0.926948631,1.970710591,3.979543889,1.097804969,4.007538771,-10.12727272,-37.31919122,1461,1460
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.096418394,8.45E-05,1.011850053,1.997109422,1.924034985,2.902789224,0.648137094,4.172600995,8.833840192,-9.49844999,-36.1954598,1462,1462
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.053859781,0.032161785,5.013230328,9.985742167,2.946795781,4.043083821,3.978630668,9.057880174,15.37220883,-13.9507984,-19.68975395,1463,1462
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.099996656,0.019233088,0.981158005,1.992758367,1.04651009,0.982793312,0.904063915,0.894375236,0.695001386,-17.48061789,4.614310393,1464,1463
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.024020958,0.009784505,4.992950585,9.995192377,2.035214252,2.03431112,4.405956085,4.408390411,3.812623036,-15.86830597,-54.76212306,1465,1464
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.172975855,0.021825399,0.986302589,1.99873855,3.107081849,2.923608408,0.843404207,9.4796319,8.929814773,-14.76917127,-58.60825959,1466,1466
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.089263807,0.056377838,5.005348857,10.01482529,0.878152396,4.081308665,4.879291658,0.913159064,14.95055584,-26.62550108,21.80873109,1467,1466
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.031435573,0.000969801,0.977220709,1.98823062,1.877379302,0.853843058,0.96711495,4.22468112,0.86826598,-6.908639544,-41.8050725,1468,1468
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.053455137,0.006156851,5.000338456,9.991309198,2.88190337,2.075799413,3.337605805,9.018337799,3.96718246,-17.35746061,-38.96339371,1469,1468
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.036142576,0.05804504,0.999663277,2.005600118,0.939379976,3.10715431,0.861610071,0.803075453,10.07355078,4.986756633,-28.26158887,1470,1470
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.092783743,0.018589168,4.977228823,9.996177849,1.966856107,4.110188267,4.148012908,3.997941291,14.6802958,-21.37664981,1.924394046,1471,1471
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.062376192,0.028610697,0.988988757,2.004760226,2.953391198,1.023229123,0.925747489,8.475459381,0.90674543,0.127495891,-20.07640057,1472,1472
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.078874946,0.001004394,4.997888009,10.00154179,0.825823384,2.051018192,5.24691308,1.448583627,4.110615694,-23.78547904,-49.49902465,1473,1473
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.017220407,0.007468489,0.996931368,2.016147274,2.087973083,3.02076069,1.00346196,3.701256829,8.48864771,-14.35904536,-20.7500787,1474,1473
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.04452817,0.010040164,5.000040889,10.00985463,2.980439105,3.969705662,3.862371488,9.433702074,16.30295514,-18.10544316,-25.61872275,1475,1475
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.1551114,0.029656205,0.997517456,1.992627671,1.13683222,1.079141962,1.068109782,1.11714314,0.832564669,-11.44347408,-27.23530173,1476,1476
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.010072714,0.003483629,4.989459598,9.99544119,1.785389245,2.081027745,3.937284532,3.852438615,3.90576724,-23.10073028,-25.21075491,1477,1476
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.157947485,0.000815984,1.015314931,1.998061702,2.932941849,3.093567608,1.169894655,8.144772177,8.302949832,-13.6550663,-36.65101543,1478,1478
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.058606209,0.028938625,4.988521858,9.99328695,0.921174125,3.902207686,4.303125347,1.258849351,16.25195992,-21.72342917,0.814349505,1479,1478
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.02973607,0.002039765,0.983617547,2.014741736,2.047751297,0.994460758,1.130326533,3.407970331,1.030220225,5.638489905,5.269808328,1480,1479
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.14479159,0.000285786,5.011955407,9.98982539,3.030299793,2.045568898,3.466561592,9.694029302,4.362389442,-44.67006556,-65.70935885,1481,1481
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.034343138,0.020581152,0.989412958,2.006056022,0.900383484,3.040831416,0.975768763,0.894906797,8.213065367,10.12025346,-32.69626582,1482,1481
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.1214421,2.36E-06,4.989392785,9.998499073,2.165968369,4.034680115,4.520577667,3.680733001,17.21796432,-1.551130652,-45.5835054,1483,1483
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.152972592,0.001465198,1.012947976,1.989670227,2.98544255,0.955933021,0.94347707,9.573513886,1.315573584,2.242921349,-0.329809336,1484,1483
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.00363471,0.010960952,5.009346896,10.00880396,1.019620062,2.049679449,4.016198506,1.038133255,4.202364682,-10.49163336,-24.12140986,1485,1485
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.016558329,0.004318516,0.993824364,2.008452495,2.121975399,2.979040172,1.099056168,3.226130444,9.433125774,-2.898200539,5.315372199,1486,1486
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.083149451,0.010409114,4.984885362,9.99800196,3.00022265,3.947055069,3.787384168,9.021895723,15.81752387,-19.86120519,-11.69482293,1487,1487
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.036940484,0.000497441,0.994586132,2.002265671,0.906879137,0.982717675,0.866184789,0.968804871,1.381396188,-0.664698145,-7.045505138,1488,1487
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.117156055,0.00460441,5.012733046,9.990568517,1.99234472,1.997847739,4.565414325,4.123022641,3.98249704,-16.17592124,-35.90441323,1489,1489
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.201179623,0.002088638,0.989261941,2.022141708,2.94421451,2.778910386,1.076639426,8.999782355,10.81697084,-5.676100444,-9.599824565,1490,1489
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.162123536,0.028951552,5.007901066,10.00979233,0.909745589,4.038815424,4.00210723,0.938410417,16.84231188,-12.20576791,-21.91266336,1491,1490
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.040524307,0.005557448,1.014197705,1.993732633,1.966103923,1.041687733,1.086609182,3.507030948,0.727325071,-22.53265457,-6.111620734,1492,1492
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.016287189,3.85E-05,5.013047328,9.98188522,2.936788388,2.096037904,4.479172498,9.72135433,4.760204693,0.970895367,-35.42644793,1493,1492
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.031286145,0.002842516,1.022584059,1.983850855,0.958762205,3.127304687,1.006626538,0.925178497,9.197372884,-2.142993558,-8.278044489,1494,1494
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.054135746,0.001165583,4.984449195,9.990178471,2.042875862,3.997960713,4.290097003,4.5947631,15.59909308,-15.51345137,-0.235509953,1495,1495
